#    L    TT             EE             BB             TE          
  1921    0.23610E+03    0.10948E+02    0.50145E-01   -0.11358E+02
  1922    0.23567E+03    0.10946E+02    0.50081E-01   -0.11495E+02
  1923    0.23524E+03    0.10944E+02    0.50017E-01   -0.11632E+02
  1924    0.23482E+03    0.10941E+02    0.49953E-01   -0.11769E+02
  1925    0.23442E+03    0.10937E+02    0.49889E-01   -0.11906E+02
  1926    0.23402E+03    0.10933E+02    0.49825E-01   -0.12042E+02
  1927    0.23363E+03    0.10927E+02    0.49762E-01   -0.12180E+02
  1928    0.23326E+03    0.10921E+02    0.49699E-01   -0.12313E+02
  1929    0.23290E+03    0.10914E+02    0.49636E-01   -0.12449E+02
  1930    0.23254E+03    0.10906E+02    0.49573E-01   -0.12583E+02
  1931    0.23221E+03    0.10896E+02    0.49511E-01   -0.12716E+02
  1932    0.23188E+03    0.10887E+02    0.49448E-01   -0.12848E+02
  1933    0.23156E+03    0.10875E+02    0.49386E-01   -0.12980E+02
  1934    0.23125E+03    0.10864E+02    0.49324E-01   -0.13111E+02
  1935    0.23095E+03    0.10851E+02    0.49263E-01   -0.13242E+02
  1936    0.23066E+03    0.10838E+02    0.49201E-01   -0.13371E+02
  1937    0.23037E+03    0.10822E+02    0.49140E-01   -0.13498E+02
  1938    0.23011E+03    0.10807E+02    0.49079E-01   -0.13625E+02
  1939    0.22985E+03    0.10790E+02    0.49018E-01   -0.13751E+02
  1940    0.22960E+03    0.10774E+02    0.48958E-01   -0.13876E+02
  1941    0.22936E+03    0.10756E+02    0.48898E-01   -0.13999E+02
  1942    0.22912E+03    0.10737E+02    0.48838E-01   -0.14121E+02
  1943    0.22890E+03    0.10718E+02    0.48778E-01   -0.14243E+02
  1944    0.22869E+03    0.10696E+02    0.48719E-01   -0.14362E+02
  1945    0.22847E+03    0.10675E+02    0.48660E-01   -0.14479E+02
  1946    0.22828E+03    0.10653E+02    0.48601E-01   -0.14596E+02
  1947    0.22808E+03    0.10630E+02    0.48543E-01   -0.14710E+02
  1948    0.22790E+03    0.10606E+02    0.48485E-01   -0.14824E+02
  1949    0.22773E+03    0.10581E+02    0.48427E-01   -0.14935E+02
  1950    0.22756E+03    0.10556E+02    0.48369E-01   -0.15045E+02
  1951    0.22741E+03    0.10530E+02    0.48312E-01   -0.15153E+02
  1952    0.22726E+03    0.10502E+02    0.48255E-01   -0.15259E+02
  1953    0.22712E+03    0.10475E+02    0.48198E-01   -0.15364E+02
  1954    0.22699E+03    0.10446E+02    0.48142E-01   -0.15466E+02
  1955    0.22686E+03    0.10417E+02    0.48086E-01   -0.15567E+02
  1956    0.22673E+03    0.10386E+02    0.48030E-01   -0.15666E+02
  1957    0.22665E+03    0.10355E+02    0.47974E-01   -0.15763E+02
  1958    0.22651E+03    0.10323E+02    0.47919E-01   -0.15857E+02
  1959    0.22642E+03    0.10291E+02    0.47864E-01   -0.15950E+02
  1960    0.22632E+03    0.10258E+02    0.47809E-01   -0.16041E+02
  1961    0.22623E+03    0.10225E+02    0.47755E-01   -0.16130E+02
  1962    0.22615E+03    0.10191E+02    0.47700E-01   -0.16216E+02
  1963    0.22607E+03    0.10155E+02    0.47646E-01   -0.16300E+02
  1964    0.22599E+03    0.10120E+02    0.47593E-01   -0.16381E+02
  1965    0.22593E+03    0.10083E+02    0.47539E-01   -0.16460E+02
  1966    0.22587E+03    0.10045E+02    0.47486E-01   -0.16538E+02
  1967    0.22582E+03    0.10008E+02    0.47433E-01   -0.16613E+02
  1968    0.22576E+03    0.99688E+01    0.47380E-01   -0.16685E+02
  1969    0.22572E+03    0.99295E+01    0.47328E-01   -0.16756E+02
  1970    0.22567E+03    0.98913E+01    0.47276E-01   -0.16823E+02
  1971    0.22563E+03    0.98512E+01    0.47223E-01   -0.16888E+02
  1972    0.22559E+03    0.98098E+01    0.47172E-01   -0.16951E+02
  1973    0.22556E+03    0.97695E+01    0.47120E-01   -0.17011E+02
  1974    0.22554E+03    0.97271E+01    0.47068E-01   -0.17069E+02
  1975    0.22551E+03    0.96851E+01    0.47017E-01   -0.17125E+02
  1976    0.22549E+03    0.96417E+01    0.46966E-01   -0.17177E+02
  1977    0.22547E+03    0.95987E+01    0.46914E-01   -0.17227E+02
  1978    0.22546E+03    0.95551E+01    0.46864E-01   -0.17274E+02
  1979    0.22544E+03    0.95110E+01    0.46813E-01   -0.17319E+02
  1980    0.22544E+03    0.94663E+01    0.46762E-01   -0.17362E+02
  1981    0.22543E+03    0.94212E+01    0.46712E-01   -0.17401E+02
  1982    0.22542E+03    0.93755E+01    0.46661E-01   -0.17438E+02
  1983    0.22542E+03    0.93292E+01    0.46611E-01   -0.17473E+02
  1984    0.22542E+03    0.92832E+01    0.46561E-01   -0.17504E+02
  1985    0.22543E+03    0.92358E+01    0.46511E-01   -0.17534E+02
  1986    0.22543E+03    0.91887E+01    0.46461E-01   -0.17560E+02
  1987    0.22542E+03    0.91417E+01    0.46411E-01   -0.17584E+02
  1988    0.22543E+03    0.90941E+01    0.46361E-01   -0.17605E+02
  1989    0.22544E+03    0.90466E+01    0.46311E-01   -0.17622E+02
  1990    0.22545E+03    0.89986E+01    0.46261E-01   -0.17639E+02
  1991    0.22545E+03    0.89492E+01    0.46212E-01   -0.17652E+02
  1992    0.22545E+03    0.89008E+01    0.46162E-01   -0.17662E+02
  1993    0.22546E+03    0.88524E+01    0.46113E-01   -0.17670E+02
  1994    0.22547E+03    0.88027E+01    0.46064E-01   -0.17675E+02
  1995    0.22548E+03    0.87530E+01    0.46015E-01   -0.17678E+02
  1996    0.22548E+03    0.87028E+01    0.45965E-01   -0.17677E+02
  1997    0.22549E+03    0.86526E+01    0.45916E-01   -0.17674E+02
  1998    0.22550E+03    0.86033E+01    0.45867E-01   -0.17667E+02
  1999    0.22550E+03    0.85525E+01    0.45819E-01   -0.17660E+02
  2000    0.22550E+03    0.85026E+01    0.45770E-01   -0.17648E+02
  2001    0.22551E+03    0.84527E+01    0.45721E-01   -0.17634E+02
  2002    0.22551E+03    0.84022E+01    0.45672E-01   -0.17618E+02
  2003    0.22552E+03    0.83517E+01    0.45624E-01   -0.17599E+02
  2004    0.22552E+03    0.83012E+01    0.45576E-01   -0.17578E+02
  2005    0.22551E+03    0.82501E+01    0.45527E-01   -0.17554E+02
  2006    0.22551E+03    0.82004E+01    0.45479E-01   -0.17528E+02
  2007    0.22550E+03    0.81493E+01    0.45431E-01   -0.17498E+02
  2008    0.22550E+03    0.80982E+01    0.45383E-01   -0.17466E+02
  2009    0.22549E+03    0.80478E+01    0.45335E-01   -0.17431E+02
  2010    0.22547E+03    0.79974E+01    0.45287E-01   -0.17395E+02
  2011    0.22546E+03    0.79462E+01    0.45240E-01   -0.17355E+02
  2012    0.22544E+03    0.78958E+01    0.45192E-01   -0.17314E+02
  2013    0.22541E+03    0.78446E+01    0.45145E-01   -0.17270E+02
  2014    0.22539E+03    0.77948E+01    0.45097E-01   -0.17223E+02
  2015    0.22537E+03    0.77443E+01    0.45050E-01   -0.17175E+02
  2016    0.22535E+03    0.76944E+01    0.45003E-01   -0.17123E+02
  2017    0.22530E+03    0.76444E+01    0.44956E-01   -0.17070E+02
  2018    0.22527E+03    0.75945E+01    0.44909E-01   -0.17014E+02
  2019    0.22522E+03    0.75447E+01    0.44863E-01   -0.16954E+02
  2020    0.22518E+03    0.74949E+01    0.44816E-01   -0.16894E+02
  2021    0.22513E+03    0.74457E+01    0.44770E-01   -0.16831E+02
  2022    0.22508E+03    0.73966E+01    0.44723E-01   -0.16766E+02
  2023    0.22502E+03    0.73477E+01    0.44677E-01   -0.16698E+02
  2024    0.22496E+03    0.72989E+01    0.44631E-01   -0.16629E+02
  2025    0.22488E+03    0.72503E+01    0.44585E-01   -0.16557E+02
  2026    0.22481E+03    0.72020E+01    0.44539E-01   -0.16484E+02
  2027    0.22474E+03    0.71540E+01    0.44493E-01   -0.16407E+02
  2028    0.22465E+03    0.71062E+01    0.44447E-01   -0.16329E+02
  2029    0.22456E+03    0.70587E+01    0.44402E-01   -0.16249E+02
  2030    0.22447E+03    0.70114E+01    0.44356E-01   -0.16167E+02
  2031    0.22436E+03    0.69645E+01    0.44310E-01   -0.16084E+02
  2032    0.22426E+03    0.69178E+01    0.44265E-01   -0.15998E+02
  2033    0.22415E+03    0.68716E+01    0.44219E-01   -0.15910E+02
  2034    0.22404E+03    0.68256E+01    0.44174E-01   -0.15820E+02
  2035    0.22391E+03    0.67800E+01    0.44129E-01   -0.15729E+02
  2036    0.22378E+03    0.67347E+01    0.44083E-01   -0.15636E+02
  2037    0.22365E+03    0.66898E+01    0.44038E-01   -0.15541E+02
  2038    0.22350E+03    0.66452E+01    0.43993E-01   -0.15444E+02
  2039    0.22335E+03    0.66011E+01    0.43947E-01   -0.15345E+02
  2040    0.22321E+03    0.65574E+01    0.43902E-01   -0.15245E+02
  2041    0.22304E+03    0.65139E+01    0.43857E-01   -0.15143E+02
  2042    0.22288E+03    0.64711E+01    0.43811E-01   -0.15040E+02
  2043    0.22270E+03    0.64286E+01    0.43766E-01   -0.14935E+02
  2044    0.22253E+03    0.63865E+01    0.43720E-01   -0.14828E+02
  2045    0.22234E+03    0.63448E+01    0.43675E-01   -0.14721E+02
  2046    0.22216E+03    0.63036E+01    0.43629E-01   -0.14612E+02
  2047    0.22196E+03    0.62629E+01    0.43583E-01   -0.14502E+02
  2048    0.22175E+03    0.62226E+01    0.43537E-01   -0.14389E+02
  2049    0.22155E+03    0.61829E+01    0.43491E-01   -0.14277E+02
  2050    0.22133E+03    0.61436E+01    0.43445E-01   -0.14162E+02
  2051    0.22109E+03    0.61048E+01    0.43399E-01   -0.14047E+02
  2052    0.22086E+03    0.60667E+01    0.43353E-01   -0.13930E+02
  2053    0.22062E+03    0.60290E+01    0.43307E-01   -0.13811E+02
  2054    0.22037E+03    0.59918E+01    0.43260E-01   -0.13693E+02
  2055    0.22012E+03    0.59551E+01    0.43214E-01   -0.13573E+02
  2056    0.21986E+03    0.59190E+01    0.43167E-01   -0.13452E+02
  2057    0.21959E+03    0.58836E+01    0.43120E-01   -0.13330E+02
  2058    0.21932E+03    0.58486E+01    0.43073E-01   -0.13208E+02
  2059    0.21904E+03    0.58142E+01    0.43026E-01   -0.13084E+02
  2060    0.21876E+03    0.57803E+01    0.42979E-01   -0.12959E+02
  2061    0.21847E+03    0.57471E+01    0.42931E-01   -0.12834E+02
  2062    0.21816E+03    0.57145E+01    0.42884E-01   -0.12708E+02
  2063    0.21786E+03    0.56825E+01    0.42836E-01   -0.12581E+02
  2064    0.21754E+03    0.56511E+01    0.42788E-01   -0.12454E+02
  2065    0.21722E+03    0.56203E+01    0.42740E-01   -0.12326E+02
  2066    0.21690E+03    0.55902E+01    0.42692E-01   -0.12199E+02
  2067    0.21656E+03    0.55606E+01    0.42644E-01   -0.12070E+02
  2068    0.21621E+03    0.55316E+01    0.42595E-01   -0.11942E+02
  2069    0.21587E+03    0.55034E+01    0.42547E-01   -0.11812E+02
  2070    0.21551E+03    0.54758E+01    0.42498E-01   -0.11683E+02
  2071    0.21515E+03    0.54488E+01    0.42450E-01   -0.11553E+02
  2072    0.21478E+03    0.54225E+01    0.42401E-01   -0.11423E+02
  2073    0.21440E+03    0.53968E+01    0.42352E-01   -0.11293E+02
  2074    0.21403E+03    0.53717E+01    0.42303E-01   -0.11163E+02
  2075    0.21364E+03    0.53473E+01    0.42254E-01   -0.11032E+02
  2076    0.21324E+03    0.53235E+01    0.42205E-01   -0.10902E+02
  2077    0.21284E+03    0.53005E+01    0.42156E-01   -0.10772E+02
  2078    0.21244E+03    0.52780E+01    0.42107E-01   -0.10641E+02
  2079    0.21201E+03    0.52563E+01    0.42058E-01   -0.10511E+02
  2080    0.21159E+03    0.52351E+01    0.42008E-01   -0.10380E+02
  2081    0.21116E+03    0.52148E+01    0.41959E-01   -0.10251E+02
  2082    0.21073E+03    0.51949E+01    0.41910E-01   -0.10120E+02
  2083    0.21030E+03    0.51757E+01    0.41860E-01   -0.99919E+01
  2084    0.20984E+03    0.51573E+01    0.41811E-01   -0.98626E+01
  2085    0.20940E+03    0.51395E+01    0.41761E-01   -0.97332E+01
  2086    0.20894E+03    0.51223E+01    0.41712E-01   -0.96042E+01
  2087    0.20848E+03    0.51057E+01    0.41662E-01   -0.94764E+01
  2088    0.20800E+03    0.50898E+01    0.41613E-01   -0.93491E+01
  2089    0.20753E+03    0.50746E+01    0.41563E-01   -0.92215E+01
  2090    0.20704E+03    0.50599E+01    0.41513E-01   -0.90950E+01
  2091    0.20656E+03    0.50459E+01    0.41464E-01   -0.89688E+01
  2092    0.20607E+03    0.50325E+01    0.41414E-01   -0.88438E+01
  2093    0.20556E+03    0.50197E+01    0.41365E-01   -0.87175E+01
  2094    0.20505E+03    0.50076E+01    0.41315E-01   -0.85931E+01
  2095    0.20455E+03    0.49959E+01    0.41265E-01   -0.84696E+01
  2096    0.20403E+03    0.49851E+01    0.41216E-01   -0.83473E+01
  2097    0.20350E+03    0.49747E+01    0.41166E-01   -0.82251E+01
  2098    0.20298E+03    0.49649E+01    0.41116E-01   -0.81042E+01
  2099    0.20244E+03    0.49557E+01    0.41066E-01   -0.79830E+01
  2100    0.20191E+03    0.49472E+01    0.41017E-01   -0.78638E+01
