#    L    TT             EE             TE             PP             TP          
   872    0.22094E+04    0.15529E+02    0.34880E+02    0.35422E+06    0.13712E+03
   873    0.21990E+04    0.15749E+02    0.36207E+02    0.35348E+06    0.13628E+03
   874    0.21886E+04    0.15975E+02    0.37507E+02    0.35275E+06    0.13544E+03
   875    0.21780E+04    0.16203E+02    0.38781E+02    0.35201E+06    0.13460E+03
   876    0.21672E+04    0.16438E+02    0.40028E+02    0.35128E+06    0.13375E+03
   877    0.21565E+04    0.16676E+02    0.41247E+02    0.35055E+06    0.13290E+03
   878    0.21455E+04    0.16918E+02    0.42437E+02    0.34982E+06    0.13205E+03
   879    0.21345E+04    0.17166E+02    0.43599E+02    0.34910E+06    0.13120E+03
   880    0.21235E+04    0.17417E+02    0.44733E+02    0.34838E+06    0.13034E+03
   881    0.21122E+04    0.17671E+02    0.45837E+02    0.34765E+06    0.12949E+03
   882    0.21010E+04    0.17930E+02    0.46911E+02    0.34694E+06    0.12863E+03
   883    0.20897E+04    0.18193E+02    0.47954E+02    0.34622E+06    0.12776E+03
   884    0.20781E+04    0.18459E+02    0.48968E+02    0.34550E+06    0.12690E+03
   885    0.20665E+04    0.18729E+02    0.49951E+02    0.34479E+06    0.12603E+03
   886    0.20549E+04    0.19003E+02    0.50903E+02    0.34408E+06    0.12516E+03
   887    0.20432E+04    0.19279E+02    0.51824E+02    0.34337E+06    0.12429E+03
   888    0.20315E+04    0.19559E+02    0.52713E+02    0.34266E+06    0.12342E+03
   889    0.20195E+04    0.19842E+02    0.53570E+02    0.34195E+06    0.12255E+03
   890    0.20076E+04    0.20128E+02    0.54394E+02    0.34125E+06    0.12167E+03
   891    0.19957E+04    0.20417E+02    0.55187E+02    0.34055E+06    0.12079E+03
   892    0.19837E+04    0.20709E+02    0.55948E+02    0.33985E+06    0.11991E+03
   893    0.19716E+04    0.21004E+02    0.56676E+02    0.33915E+06    0.11903E+03
   894    0.19595E+04    0.21301E+02    0.57371E+02    0.33845E+06    0.11815E+03
   895    0.19473E+04    0.21600E+02    0.58034E+02    0.33776E+06    0.11727E+03
   896    0.19351E+04    0.21902E+02    0.58664E+02    0.33707E+06    0.11638E+03
   897    0.19228E+04    0.22206E+02    0.59261E+02    0.33637E+06    0.11550E+03
   898    0.19105E+04    0.22512E+02    0.59825E+02    0.33569E+06    0.11461E+03
   899    0.18982E+04    0.22821E+02    0.60354E+02    0.33500E+06    0.11372E+03
   900    0.18859E+04    0.23130E+02    0.60852E+02    0.33431E+06    0.11284E+03
   901    0.18735E+04    0.23442E+02    0.61315E+02    0.33363E+06    0.11195E+03
   902    0.18612E+04    0.23755E+02    0.61744E+02    0.33295E+06    0.11105E+03
   903    0.18486E+04    0.24070E+02    0.62140E+02    0.33227E+06    0.11016E+03
   904    0.18363E+04    0.24385E+02    0.62501E+02    0.33159E+06    0.10927E+03
   905    0.18238E+04    0.24703E+02    0.62829E+02    0.33091E+06    0.10838E+03
   906    0.18113E+04    0.25021E+02    0.63122E+02    0.33024E+06    0.10749E+03
   907    0.17989E+04    0.25339E+02    0.63381E+02    0.32957E+06    0.10659E+03
   908    0.17866E+04    0.25659E+02    0.63607E+02    0.32889E+06    0.10570E+03
   909    0.17742E+04    0.25979E+02    0.63798E+02    0.32823E+06    0.10481E+03
   910    0.17617E+04    0.26301E+02    0.63956E+02    0.32756E+06    0.10391E+03
   911    0.17493E+04    0.26622E+02    0.64079E+02    0.32689E+06    0.10302E+03
   912    0.17369E+04    0.26944E+02    0.64169E+02    0.32623E+06    0.10212E+03
   913    0.17242E+04    0.27266E+02    0.64225E+02    0.32557E+06    0.10123E+03
   914    0.17120E+04    0.27587E+02    0.64248E+02    0.32491E+06    0.10033E+03
   915    0.16995E+04    0.27909E+02    0.64237E+02    0.32425E+06    0.99440E+02
   916    0.16872E+04    0.28230E+02    0.64193E+02    0.32359E+06    0.98547E+02
   917    0.16749E+04    0.28552E+02    0.64116E+02    0.32293E+06    0.97654E+02
   918    0.16627E+04    0.28872E+02    0.64005E+02    0.32228E+06    0.96761E+02
   919    0.16505E+04    0.29192E+02    0.63861E+02    0.32163E+06    0.95869E+02
   920    0.16382E+04    0.29511E+02    0.63684E+02    0.32098E+06    0.94977E+02
   921    0.16262E+04    0.29830E+02    0.63474E+02    0.32033E+06    0.94086E+02
   922    0.16140E+04    0.30147E+02    0.63232E+02    0.31968E+06    0.93196E+02
   923    0.16019E+04    0.30462E+02    0.62958E+02    0.31904E+06    0.92307E+02
   924    0.15899E+04    0.30778E+02    0.62651E+02    0.31839E+06    0.91419E+02
   925    0.15781E+04    0.31090E+02    0.62312E+02    0.31775E+06    0.90532E+02
   926    0.15661E+04    0.31403E+02    0.61942E+02    0.31711E+06    0.89646E+02
   927    0.15544E+04    0.31713E+02    0.61541E+02    0.31647E+06    0.88761E+02
   928    0.15426E+04    0.32021E+02    0.61107E+02    0.31584E+06    0.87878E+02
   929    0.15309E+04    0.32328E+02    0.60645E+02    0.31520E+06    0.86996E+02
   930    0.15194E+04    0.32632E+02    0.60150E+02    0.31457E+06    0.86115E+02
   931    0.15078E+04    0.32935E+02    0.59626E+02    0.31394E+06    0.85236E+02
   932    0.14963E+04    0.33234E+02    0.59072E+02    0.31331E+06    0.84358E+02
   933    0.14850E+04    0.33531E+02    0.58488E+02    0.31268E+06    0.83482E+02
   934    0.14737E+04    0.33827E+02    0.57877E+02    0.31205E+06    0.82608E+02
   935    0.14625E+04    0.34119E+02    0.57234E+02    0.31143E+06    0.81736E+02
   936    0.14514E+04    0.34409E+02    0.56564E+02    0.31080E+06    0.80865E+02
   937    0.14404E+04    0.34696E+02    0.55865E+02    0.31018E+06    0.79997E+02
   938    0.14294E+04    0.34980E+02    0.55139E+02    0.30956E+06    0.79131E+02
   939    0.14187E+04    0.35260E+02    0.54385E+02    0.30894E+06    0.78267E+02
   940    0.14079E+04    0.35538E+02    0.53603E+02    0.30832E+06    0.77405E+02
   941    0.13973E+04    0.35812E+02    0.52795E+02    0.30771E+06    0.76545E+02
   942    0.13867E+04    0.36083E+02    0.51961E+02    0.30709E+06    0.75688E+02
   943    0.13764E+04    0.36350E+02    0.51100E+02    0.30648E+06    0.74834E+02
   944    0.13661E+04    0.36613E+02    0.50214E+02    0.30587E+06    0.73982E+02
   945    0.13559E+04    0.36872E+02    0.49303E+02    0.30526E+06    0.73132E+02
   946    0.13459E+04    0.37128E+02    0.48367E+02    0.30465E+06    0.72286E+02
   947    0.13359E+04    0.37379E+02    0.47407E+02    0.30405E+06    0.71442E+02
   948    0.13259E+04    0.37628E+02    0.46423E+02    0.30344E+06    0.70601E+02
   949    0.13163E+04    0.37871E+02    0.45417E+02    0.30284E+06    0.69763E+02
   950    0.13067E+04    0.38110E+02    0.44387E+02    0.30224E+06    0.68929E+02
   951    0.12972E+04    0.38346E+02    0.43336E+02    0.30164E+06    0.68097E+02
   952    0.12879E+04    0.38577E+02    0.42263E+02    0.30104E+06    0.67268E+02
   953    0.12787E+04    0.38802E+02    0.41168E+02    0.30044E+06    0.66443E+02
   954    0.12696E+04    0.39024E+02    0.40053E+02    0.29985E+06    0.65621E+02
   955    0.12606E+04    0.39240E+02    0.38917E+02    0.29925E+06    0.64802E+02
   956    0.12517E+04    0.39453E+02    0.37761E+02    0.29866E+06    0.63987E+02
   957    0.12431E+04    0.39659E+02    0.36587E+02    0.29807E+06    0.63175E+02
   958    0.12344E+04    0.39860E+02    0.35393E+02    0.29748E+06    0.62367E+02
   959    0.12261E+04    0.40058E+02    0.34181E+02    0.29689E+06    0.61562E+02
   960    0.12178E+04    0.40249E+02    0.32952E+02    0.29630E+06    0.60760E+02
   961    0.12096E+04    0.40436E+02    0.31706E+02    0.29572E+06    0.59962E+02
   962    0.12016E+04    0.40617E+02    0.30443E+02    0.29514E+06    0.59168E+02
   963    0.11938E+04    0.40793E+02    0.29165E+02    0.29455E+06    0.58377E+02
   964    0.11861E+04    0.40964E+02    0.27871E+02    0.29397E+06    0.57590E+02
   965    0.11785E+04    0.41129E+02    0.26563E+02    0.29339E+06    0.56807E+02
   966    0.11711E+04    0.41289E+02    0.25241E+02    0.29282E+06    0.56027E+02
   967    0.11637E+04    0.41444E+02    0.23905E+02    0.29224E+06    0.55252E+02
   968    0.11566E+04    0.41592E+02    0.22556E+02    0.29167E+06    0.54480E+02
   969    0.11496E+04    0.41734E+02    0.21195E+02    0.29109E+06    0.53712E+02
   970    0.11428E+04    0.41871E+02    0.19822E+02    0.29052E+06    0.52948E+02
   971    0.11361E+04    0.42002E+02    0.18437E+02    0.28995E+06    0.52188E+02
   972    0.11295E+04    0.42127E+02    0.17043E+02    0.28938E+06    0.51432E+02
   973    0.11231E+04    0.42246E+02    0.15637E+02    0.28881E+06    0.50680E+02
   974    0.11169E+04    0.42360E+02    0.14222E+02    0.28825E+06    0.49932E+02
   975    0.11108E+04    0.42467E+02    0.12798E+02    0.28768E+06    0.49188E+02
   976    0.11049E+04    0.42568E+02    0.11366E+02    0.28712E+06    0.48449E+02
   977    0.10992E+04    0.42663E+02    0.99271E+01    0.28656E+06    0.47714E+02
   978    0.10935E+04    0.42752E+02    0.84807E+01    0.28600E+06    0.46983E+02
   979    0.10881E+04    0.42835E+02    0.70283E+01    0.28544E+06    0.46256E+02
   980    0.10828E+04    0.42912E+02    0.55699E+01    0.28488E+06    0.45534E+02
   981    0.10776E+04    0.42981E+02    0.41060E+01    0.28432E+06    0.44816E+02
   982    0.10726E+04    0.43046E+02    0.26379E+01    0.28377E+06    0.44102E+02
   983    0.10678E+04    0.43105E+02    0.11655E+01    0.28322E+06    0.43393E+02
   984    0.10631E+04    0.43155E+02   -0.31033E+00    0.28266E+06    0.42688E+02
   985    0.10586E+04    0.43200E+02   -0.17892E+01    0.28211E+06    0.41988E+02
   986    0.10541E+04    0.43239E+02   -0.32701E+01    0.28156E+06    0.41293E+02
   987    0.10499E+04    0.43271E+02   -0.47532E+01    0.28102E+06    0.40602E+02
   988    0.10458E+04    0.43299E+02   -0.62371E+01    0.28047E+06    0.39916E+02
   989    0.10419E+04    0.43318E+02   -0.77206E+01    0.27993E+06    0.39235E+02
   990    0.10381E+04    0.43335E+02   -0.92052E+01    0.27938E+06    0.38558E+02
   991    0.10345E+04    0.43342E+02   -0.10689E+02    0.27884E+06    0.37887E+02
   992    0.10311E+04    0.43343E+02   -0.12171E+02    0.27830E+06    0.37220E+02
   993    0.10277E+04    0.43338E+02   -0.13652E+02    0.27776E+06    0.36558E+02
   994    0.10245E+04    0.43327E+02   -0.15129E+02    0.27722E+06    0.35901E+02
   995    0.10216E+04    0.43310E+02   -0.16605E+02    0.27668E+06    0.35249E+02
   996    0.10188E+04    0.43284E+02   -0.18076E+02    0.27615E+06    0.34601E+02
   997    0.10160E+04    0.43255E+02   -0.19543E+02    0.27561E+06    0.33959E+02
   998    0.10135E+04    0.43218E+02   -0.21005E+02    0.27508E+06    0.33322E+02
   999    0.10111E+04    0.43175E+02   -0.22462E+02    0.27455E+06    0.32691E+02
  1000    0.10088E+04    0.43127E+02   -0.23914E+02    0.27402E+06    0.32064E+02
  1001    0.10067E+04    0.43072E+02   -0.25357E+02    0.27349E+06    0.31443E+02
  1002    0.10047E+04    0.43010E+02   -0.26794E+02    0.27296E+06    0.30826E+02
  1003    0.10028E+04    0.42942E+02   -0.28224E+02    0.27244E+06    0.30216E+02
  1004    0.10012E+04    0.42869E+02   -0.29646E+02    0.27191E+06    0.29610E+02
  1005    0.99975E+03    0.42789E+02   -0.31058E+02    0.27139E+06    0.29009E+02
  1006    0.99838E+03    0.42702E+02   -0.32461E+02    0.27086E+06    0.28414E+02
  1007    0.99709E+03    0.42610E+02   -0.33854E+02    0.27034E+06    0.27824E+02
  1008    0.99573E+03    0.42511E+02   -0.35236E+02    0.26982E+06    0.27240E+02
  1009    0.99474E+03    0.42407E+02   -0.36608E+02    0.26930E+06    0.26660E+02
  1010    0.99391E+03    0.42297E+02   -0.37969E+02    0.26879E+06    0.26086E+02
  1011    0.99314E+03    0.42182E+02   -0.39317E+02    0.26827E+06    0.25518E+02
  1012    0.99253E+03    0.42061E+02   -0.40654E+02    0.26776E+06    0.24954E+02
  1013    0.99207E+03    0.41935E+02   -0.41977E+02    0.26724E+06    0.24396E+02
  1014    0.99175E+03    0.41802E+02   -0.43288E+02    0.26673E+06    0.23843E+02
  1015    0.99144E+03    0.41665E+02   -0.44584E+02    0.26622E+06    0.23296E+02
  1016    0.99135E+03    0.41521E+02   -0.45867E+02    0.26571E+06    0.22754E+02
  1017    0.99141E+03    0.41372E+02   -0.47135E+02    0.26520E+06    0.22217E+02
  1018    0.99155E+03    0.41217E+02   -0.48387E+02    0.26469E+06    0.21685E+02
  1019    0.99177E+03    0.41058E+02   -0.49625E+02    0.26419E+06    0.21159E+02
  1020    0.99220E+03    0.40892E+02   -0.50846E+02    0.26368E+06    0.20639E+02
  1021    0.99272E+03    0.40721E+02   -0.52052E+02    0.26318E+06    0.20123E+02
  1022    0.99331E+03    0.40545E+02   -0.53241E+02    0.26268E+06    0.19613E+02
  1023    0.99405E+03    0.40364E+02   -0.54410E+02    0.26218E+06    0.19109E+02
  1024    0.99486E+03    0.40177E+02   -0.55563E+02    0.26168E+06    0.18609E+02
  1025    0.99576E+03    0.39987E+02   -0.56695E+02    0.26118E+06    0.18116E+02
  1026    0.99702E+03    0.39790E+02   -0.57810E+02    0.26068E+06    0.17627E+02
  1027    0.99814E+03    0.39591E+02   -0.58906E+02    0.26019E+06    0.17144E+02
  1028    0.99933E+03    0.39386E+02   -0.59981E+02    0.25969E+06    0.16667E+02
  1029    0.10007E+04    0.39176E+02   -0.61038E+02    0.25920E+06    0.16195E+02
  1030    0.10021E+04    0.38962E+02   -0.62075E+02    0.25871E+06    0.15728E+02
  1031    0.10034E+04    0.38744E+02   -0.63090E+02    0.25821E+06    0.15267E+02
  1032    0.10051E+04    0.38520E+02   -0.64088E+02    0.25772E+06    0.14811E+02
  1033    0.10067E+04    0.38292E+02   -0.65063E+02    0.25724E+06    0.14361E+02
  1034    0.10086E+04    0.38062E+02   -0.66017E+02    0.25675E+06    0.13916E+02
  1035    0.10105E+04    0.37826E+02   -0.66950E+02    0.25626E+06    0.13477E+02
  1036    0.10124E+04    0.37586E+02   -0.67862E+02    0.25578E+06    0.13043E+02
  1037    0.10145E+04    0.37343E+02   -0.68752E+02    0.25529E+06    0.12614E+02
  1038    0.10167E+04    0.37097E+02   -0.69619E+02    0.25481E+06    0.12191E+02
  1039    0.10189E+04    0.36846E+02   -0.70461E+02    0.25433E+06    0.11774E+02
  1040    0.10211E+04    0.36591E+02   -0.71282E+02    0.25385E+06    0.11362E+02
  1041    0.10235E+04    0.36335E+02   -0.72078E+02    0.25337E+06    0.10956E+02
  1042    0.10259E+04    0.36073E+02   -0.72852E+02    0.25289E+06    0.10555E+02
  1043    0.10284E+04    0.35809E+02   -0.73600E+02    0.25242E+06    0.10160E+02
  1044    0.10310E+04    0.35540E+02   -0.74326E+02    0.25194E+06    0.97699E+01
  1045    0.10336E+04    0.35271E+02   -0.75030E+02    0.25146E+06    0.93857E+01
  1046    0.10363E+04    0.34997E+02   -0.75704E+02    0.25099E+06    0.90071E+01
  1047    0.10391E+04    0.34721E+02   -0.76364E+02    0.25052E+06    0.86340E+01
  1048    0.10418E+04    0.34442E+02   -0.76994E+02    0.25005E+06    0.82665E+01
  1049    0.10447E+04    0.34160E+02   -0.77594E+02    0.24958E+06    0.79046E+01
  1050    0.10476E+04    0.33876E+02   -0.78173E+02    0.24911E+06    0.75483E+01
  1051    0.10505E+04    0.33589E+02   -0.78729E+02    0.24864E+06    0.71976E+01
  1052    0.10536E+04    0.33300E+02   -0.79255E+02    0.24818E+06    0.68524E+01
  1053    0.10565E+04    0.33008E+02   -0.79759E+02    0.24771E+06    0.65129E+01
  1054    0.10596E+04    0.32715E+02   -0.80241E+02    0.24725E+06    0.61789E+01
  1055    0.10626E+04    0.32421E+02   -0.80694E+02    0.24678E+06    0.58504E+01
  1056    0.10657E+04    0.32124E+02   -0.81124E+02    0.24632E+06    0.55276E+01
  1057    0.10689E+04    0.31825E+02   -0.81524E+02    0.24586E+06    0.52102E+01
  1058    0.10722E+04    0.31526E+02   -0.81903E+02    0.24540E+06    0.48985E+01
  1059    0.10755E+04    0.31224E+02   -0.82251E+02    0.24494E+06    0.45922E+01
  1060    0.10788E+04    0.30921E+02   -0.82577E+02    0.24449E+06    0.42915E+01
  1061    0.10820E+04    0.30617E+02   -0.82874E+02    0.24403E+06    0.39963E+01
  1062    0.10854E+04    0.30312E+02   -0.83148E+02    0.24357E+06    0.37066E+01
  1063    0.10886E+04    0.30006E+02   -0.83393E+02    0.24312E+06    0.34223E+01
  1064    0.10919E+04    0.29700E+02   -0.83622E+02    0.24267E+06    0.31436E+01
  1065    0.10953E+04    0.29392E+02   -0.83822E+02    0.24221E+06    0.28704E+01
  1066    0.10986E+04    0.29083E+02   -0.83992E+02    0.24176E+06    0.26027E+01
  1067    0.11020E+04    0.28775E+02   -0.84133E+02    0.24131E+06    0.23404E+01
  1068    0.11054E+04    0.28465E+02   -0.84251E+02    0.24087E+06    0.20836E+01
  1069    0.11087E+04    0.28157E+02   -0.84354E+02    0.24042E+06    0.18322E+01
  1070    0.11122E+04    0.27847E+02   -0.84427E+02    0.23997E+06    0.15863E+01
  1071    0.11155E+04    0.27538E+02   -0.84471E+02    0.23953E+06    0.13458E+01
  1072    0.11188E+04    0.27228E+02   -0.84485E+02    0.23908E+06    0.11107E+01
  1073    0.11223E+04    0.26919E+02   -0.84476E+02    0.23864E+06    0.88110E+00
  1074    0.11256E+04    0.26611E+02   -0.84445E+02    0.23820E+06    0.65688E+00
  1075    0.11290E+04    0.26301E+02   -0.84391E+02    0.23776E+06    0.43807E+00
  1076    0.11323E+04    0.25994E+02   -0.84308E+02    0.23732E+06    0.22466E+00
  1077    0.11356E+04    0.25686E+02   -0.84210E+02    0.23688E+06    0.16632E-01
  1078    0.11389E+04    0.25381E+02   -0.84067E+02    0.23644E+06   -0.18601E+00
  1079    0.11421E+04    0.25075E+02   -0.83916E+02    0.23600E+06   -0.38328E+00
  1080    0.11454E+04    0.24770E+02   -0.83743E+02    0.23557E+06   -0.57518E+00
  1081    0.11486E+04    0.24467E+02   -0.83540E+02    0.23513E+06   -0.76172E+00
  1082    0.11517E+04    0.24166E+02   -0.83315E+02    0.23470E+06   -0.94291E+00
  1083    0.11549E+04    0.23865E+02   -0.83067E+02    0.23427E+06   -0.11188E+01
  1084    0.11581E+04    0.23566E+02   -0.82796E+02    0.23384E+06   -0.12893E+01
  1085    0.11612E+04    0.23268E+02   -0.82496E+02    0.23340E+06   -0.14545E+01
  1086    0.11643E+04    0.22973E+02   -0.82188E+02    0.23298E+06   -0.16143E+01
  1087    0.11673E+04    0.22680E+02   -0.81835E+02    0.23255E+06   -0.17689E+01
  1088    0.11702E+04    0.22386E+02   -0.81475E+02    0.23212E+06   -0.19181E+01
  1089    0.11732E+04    0.22097E+02   -0.81084E+02    0.23169E+06   -0.20621E+01
  1090    0.11761E+04    0.21809E+02   -0.80686E+02    0.23127E+06   -0.22008E+01
  1091    0.11789E+04    0.21523E+02   -0.80251E+02    0.23084E+06   -0.23341E+01
  1092    0.11818E+04    0.21239E+02   -0.79800E+02    0.23042E+06   -0.24623E+01
  1093    0.11846E+04    0.20958E+02   -0.79327E+02    0.23000E+06   -0.25851E+01
  1094    0.11871E+04    0.20679E+02   -0.78838E+02    0.22958E+06   -0.27027E+01
  1095    0.11899E+04    0.20405E+02   -0.78335E+02    0.22916E+06   -0.28151E+01
  1096    0.11925E+04    0.20131E+02   -0.77801E+02    0.22874E+06   -0.29222E+01
  1097    0.11950E+04    0.19861E+02   -0.77245E+02    0.22832E+06   -0.30240E+01
  1098    0.11975E+04    0.19594E+02   -0.76674E+02    0.22790E+06   -0.31207E+01
  1099    0.11999E+04    0.19330E+02   -0.76087E+02    0.22749E+06   -0.32121E+01
  1100    0.12023E+04    0.19070E+02   -0.75478E+02    0.22707E+06   -0.32984E+01
